nombre,ciudad,provincia,telefono,email,instagram,web,fuente,lat,lon,fecha
gold beauty center,Santander,Cantabria,,,,,osm,43.4577792,-3.8111764,2026-05-18
Emoticons Studio,Santander,Cantabria,+34942227831,,,,osm,43.4628295,-3.8076284,2026-05-18
Mila Estilistas,Santander,Cantabria,+34942360384,,,http://www.milaestilistas.com,osm,43.4648377,-3.8011479,2026-05-18
Oise Peluquerías,Santander,Cantabria,+34942075599,,,,osm,43.4626615,-3.8011757,2026-05-18
Peluquería Acebal,Santander,Cantabria,+34942361598,,,,osm,43.4642302,-3.8014522,2026-05-18
Peluquería Ahedos,Santander,Cantabria,+34942232656,,,http://www.peluqueriaahedos.com,osm,43.4600022,-3.8185625,2026-05-18
Peluquería Aitana,Santander,Cantabria,+34942229969,,,,osm,43.4576331,-3.8100228,2026-05-18
Peluquería Calleja,Santander,Cantabria,+34942212995,,,,osm,43.463853,-3.8086896,2026-05-18
Peluquería Caly Bella,Santander,Cantabria,+34942036331,,,,osm,43.4609894,-3.8154303,2026-05-18
Peluquería Canina Horadada,Santander,Cantabria,+34942375808,,,,osm,43.4652219,-3.8141301,2026-05-18
Peluquería Carlos Hinojal,Santander,Cantabria,+34942232841,,,,osm,43.4595414,-3.8161241,2026-05-18
Peluquería Carmen Eguren,Santander,Cantabria,+34942244064,,,,osm,43.4594084,-3.8219035,2026-05-18
Peluquería Cayma,Santander,Cantabria,+34942037799,,,,osm,43.4695089,-3.7981236,2026-05-18
Peluquería Destellos,Santander,Cantabria,+34942343025,,,,osm,43.4584217,-3.8465773,2026-05-18
Peluquería Galindo,Santander,Cantabria,+34942220232,,,http://www.galindopeluqueros.com,osm,43.4603608,-3.80917,2026-05-18
Peluquería Hermanos Peña,Santander,Cantabria,+34942074670,,,,osm,43.4596028,-3.8173588,2026-05-18
Hombres Peluqueros,Santander,Cantabria,+34942344170,,,,osm,43.4710866,-3.8296573,2026-05-18
Peluquería Innova,Santander,Cantabria,+34942227794,,,,osm,43.4675411,-3.8010675,2026-05-18
Peluquería Javier,Santander,Cantabria,+34942346210,,,,osm,43.4574458,-3.8450775,2026-05-18
Peluquería Josely,Santander,Cantabria,+34942375455,,,,osm,43.4606617,-3.8225615,2026-05-18
Peluquería Juan Carlos,Santander,Cantabria,+34942372141,,,,osm,43.4623922,-3.8185212,2026-05-18
Ebony Samboy,Santander,Cantabria,+34658501974,,,,osm,43.4597121,-3.8169693,2026-05-18
Peluquería Luis Saiz,Santander,Cantabria,+34942370164,,,http://www.peluquerialuissaiz.com,osm,43.4650621,-3.8173359,2026-05-18
Peluquería Class,Santander,Cantabria,+34942236676,,,,osm,43.4612671,-3.8193348,2026-05-18
Peluquería Modesto,Santander,Cantabria,+34942338420,,,,osm,43.4598465,-3.8236145,2026-05-18
Peluquería Montse Oria,Santander,Cantabria,+34942313531,,,,osm,43.4697016,-3.8055482,2026-05-18
Peluquería Nuria Pando,Santander,Cantabria,+34942214539,,,,osm,43.4538448,-3.8216654,2026-05-18
Peluquería Ruisoto,Santander,Cantabria,+34942375451,,,,osm,43.4638357,-3.8150296,2026-05-18
Peluquería Salón Color,Santander,Cantabria,+34942321486,,,,osm,43.4603275,-3.851339,2026-05-18
Ch Estilistas,Santander,Cantabria,+34942109156,,,,osm,43.4687143,-3.8285516,2026-05-18
Peluquería Tirilonte,Santander,Cantabria,+34942346210,,,,osm,43.4574383,-3.8452446,2026-05-18
Glow by Julia,Santander,Cantabria,,,,,osm,43.4594897,-3.8261265,2026-05-18
Peluquería Unisex R&C,Santander,Cantabria,+34942223344,,,,osm,43.4644514,-3.7965859,2026-05-18
Peluquería Vanesa Alonso,Santander,Cantabria,+34942372314,,,,osm,43.4630706,-3.8142739,2026-05-18
Peluquería Vanessa Sainz,Santander,Cantabria,+34942372097,,,,osm,43.4606883,-3.8193448,2026-05-18
Peluquería Vip's,Santander,Cantabria,+34942281101,,,,osm,43.4663976,-3.7876033,2026-05-18
Peluquería Wonder Selectif,Santander,Cantabria,+34942074248,,,,osm,43.4607612,-3.8188019,2026-05-18
Peluquería Wonder,Santander,Cantabria,+34942072290,,,,osm,43.458431,-3.8423814,2026-05-18
Wonder,Santander,Cantabria,+34942760080,,,,osm,43.4620672,-3.8108211,2026-05-18
Peluquería Yarey,Santander,Cantabria,+34942070508,,,,osm,43.4589464,-3.82077,2026-05-18
Peluquería Zazu,Santander,Cantabria,+34942074917,,,,osm,43.4541534,-3.8204366,2026-05-18
Peluquería del Campo,Santander,Cantabria,+34942232450,,,,osm,43.4620503,-3.8192496,2026-05-18
Peluquería y Estética Luna,Santander,Cantabria,+34942223709,,,http://www.lunaestilistas.com,osm,43.463389,-3.8095385,2026-05-18
Peluquería y Estética Reflejos,Santander,Cantabria,+34942332989,,,,osm,43.4584455,-3.8462123,2026-05-18
Peluquerías Figuero,Santander,Cantabria,+34942216498,,,,osm,43.4623576,-3.8083211,2026-05-18
Pilar Santamaría,Santander,Cantabria,+34942233119,,,,osm,43.4590804,-3.8232036,2026-05-18
Pluto,Santander,Cantabria,+34942371433,,,,osm,43.4651836,-3.8142768,2026-05-18
Premier,Santander,Cantabria,+34942032155,pedidos@premierdistribuciones.com,,,osm,43.4600004,-3.809241,2026-05-18
R' Difusion Peluqueros,Santander,Cantabria,+34942236616,,,https://www.rdifusion.es/,osm,43.4622785,-3.812806,2026-05-18
Rosana Fuente,Santander,Cantabria,+34942322942,,,,osm,43.4618352,-3.8215726,2026-05-18
Ruth Estilistas,Santander,Cantabria,+34942079229,,,,osm,43.4458496,-3.8480508,2026-05-18
Sarco Rizos Estilistas,Santander,Cantabria,+34942371318,,,,osm,43.4597714,-3.8152493,2026-05-18
Sielen Peluqueros,Santander,Cantabria,+34942078280,,,http://www.sielenpeluqueros.com,osm,43.4632231,-3.8061643,2026-05-18
Solo Profesional,Santander,Cantabria,+34942070436,,,,osm,43.4616115,-3.8151916,2026-05-18
Sylvia Fernández,Santander,Cantabria,+34942764888,,,,osm,43.4590753,-3.819858,2026-05-18
Titos & Manuel,Santander,Cantabria,+34942223869,,,,osm,43.4630013,-3.7989175,2026-05-18
Valeriano Peluquería,Santander,Cantabria,+34942336055,,,http://www.valerianopeluqueria.cjb.net,osm,43.4628605,-3.8394889,2026-05-18
Wap@s Estilistas,Santander,Cantabria,+34942057272,,,http://www.wapasestilistas.com,osm,43.4558891,-3.8531004,2026-05-18
Ángel Peral,Santander,Cantabria,+34942372467,,,,osm,43.4620307,-3.8131835,2026-05-18
Susana Hoces,Sestao,Euskadi,,,,,osm,43.301837,-3.0334494,2026-05-18
Violet Stilistas,Orihuela,Comunitat Valenciana,,,,,osm,38.0837461,-0.9468691,2026-05-18
Chelo Peluquería,Picanya,Comunitat Valenciana,,,,,osm,39.4325766,-0.4355562,2026-05-18
Cabellostylo venta productos peluqueria,Santa Cruz de Tenerife,Canarias,,,,,osm,28.4742428,-16.2501675,2026-05-18
Peluquería Graciela,Orihuela,Comunitat Valenciana,,,,,osm,38.0810923,-0.9447307,2026-05-18
Peluquería y estética Chic,Orihuela,Comunitat Valenciana,,,,,osm,38.0809588,-0.9441683,2026-05-18
Mayte Peluqueros,Orihuela,Comunitat Valenciana,,,,,osm,38.0814294,-0.9439913,2026-05-18
Peluquería Trini y Asun,Orihuela,Comunitat Valenciana,,,,,osm,38.079598,-0.9444678,2026-05-18
Salón de belleza Erian,Orihuela,Comunitat Valenciana,,,,,osm,38.0799386,-0.9434869,2026-05-18
Vega,Burgos,Castilla y León,,,,,osm,42.3466735,-3.682512,2026-05-18
Margari,Espinosa de los Monteros,Castilla y León,,,,,osm,43.0761067,-3.5525953,2026-05-18
Peluquería caballeros NID,San Fernando de Henares,Madrid,,,,,osm,40.4281043,-3.5296569,2026-05-18
Unika,San Fernando de Henares,Madrid,,,,,osm,40.4256809,-3.5287487,2026-05-18
Ay pink,Santa Cruz de Tenerife,Canarias,,,,,osm,28.4667675,-16.2554932,2026-05-18
Idafe,Santa Cruz de Tenerife,Canarias,,,,,osm,28.4663213,-16.255992,2026-05-18
Jorge Galán,Santa Cruz de Tenerife,Canarias,,,,,osm,28.4668139,-16.2561045,2026-05-18
Pino Estilista,Santa Cruz de Tenerife,Canarias,,,,,osm,28.4669962,-16.2582109,2026-05-18
Satriale's,Santa Cruz de Tenerife,Canarias,,,,,osm,28.4664928,-16.2557344,2026-05-18
Denahisa,Santa Cruz de Tenerife,Canarias,,,,,osm,28.4879256,-16.3186974,2026-05-18
Peluquería Mari,Orihuela,Comunitat Valenciana,,,,,osm,38.0792683,-0.9435877,2026-05-18
Sapphira Peluquería y Estética,Toledo,Toledo,+34925254936,,,,osm,39.8697069,-4.0213133,2026-05-18
Peluquería canina Koketos,Toledo,Toledo,+34925216037,,,https://plus.google.com/114392625185480039160/about?hl=es,osm,39.862548,-4.0248253,2026-05-18
La Pelu,Burgos,Castilla y León,,,,,osm,42.3516477,-3.669443,2026-05-18
Cool & Chic,Burgos,Castilla y León,,,,,osm,42.350088,-3.6689904,2026-05-18
3 Chic,Burgos,Castilla y León,,,,,osm,42.3499813,-3.6678122,2026-05-18
Ballester,Burgos,Castilla y León,,,,,osm,42.3498386,-3.6692586,2026-05-18
Asia,Burgos,Castilla y León,,,,,osm,42.3510165,-3.6740315,2026-05-18
Fanny,Burgos,Castilla y León,,,,,osm,42.3516579,-3.6730382,2026-05-18
Mabelsa,Burgos,Castilla y León,,,,,osm,42.3510494,-3.674291,2026-05-18
Niágara,Burgos,Castilla y León,,,,,osm,42.3511245,-3.6738162,2026-05-18
Noelia González,Burgos,Castilla y León,,,,,osm,42.3528982,-3.6702026,2026-05-18
Gottier II,Leganés,Madrid,,,,,osm,40.3353755,-3.7676296,2026-05-18
Molina Peluquería & Estética,Madrid,Madrid,+34914309738,,,https://molinapeluqueros.com/,osm,40.4096175,-3.6491684,2026-05-18
Elite Estilistas,Madrid,Madrid,,,,,osm,40.4109575,-3.6520489,2026-05-18
Valverde,Granada,Andalucía,,,,,osm,37.2214577,-3.5928869,2026-05-18
-,Pájara,Canarias,,,,,osm,28.0504503,-14.3527747,2026-05-18
Salón Latinos,Burgos,Castilla y León,,,,,osm,42.3439131,-3.6936455,2026-05-18
Larra,Irun,Euskadi,,,,,osm,43.3410804,-1.776252,2026-05-18
MCA,Irun,Euskadi,,,,,osm,43.3395563,-1.7836874,2026-05-18
María Alves Peluquería y Estética,Madrid,Madrid,+34917728703,,,http://mariaalvespeluqueria.com,osm,40.4095115,-3.6502354,2026-05-18
Peluquería Rocas Rojas,San Bartolomé de Tirajana,Canarias,+34663983653,rocasrojaspeluqueros@gmail.com,,https://rocas-rojas-peluqueros.negocio.site/,osm,27.7724042,-15.5425511,2026-05-18
Barber Shop Estyle,Barcelona,Barcelona,,,,,osm,41.4054605,2.177889,2026-05-18
Txema-Inés,Valle de Trápaga-Trapagaran,Euskadi,,,,,osm,43.3043162,-3.0367948,2026-05-18
Cloe centro de belleza,San Fernando,Andalucía,,,,,osm,36.4619712,-6.2039323,2026-05-18
Peluquería Cristina Cruceira,San Fernando,Andalucía,,,,,osm,36.4621512,-6.2035878,2026-05-18
Maddi,Irun,Euskadi,,,,,osm,43.3396886,-1.7845867,2026-05-18
María Elena,Irun,Euskadi,,,,,osm,43.3400263,-1.7833025,2026-05-18
Maxi'm Peluqueros,Valle de Trápaga-Trapagaran,Euskadi,+34944924664,,,,osm,43.3038301,-3.0360136,2026-05-18
Curto perruquers,Tortosa,Catalunya,,,,,osm,40.7641144,0.5566077,2026-05-18
Luxe,Tortosa,Catalunya,,,,,osm,40.7619729,0.5509561,2026-05-18
Kall's,Tortosa,Catalunya,,,,,osm,40.7614661,0.5536271,2026-05-18
Prisma,Burgos,Castilla y León,,,,,osm,42.3503403,-3.6700343,2026-05-18
Hnas. García,Villarcayo de Merindad de Castilla la Vieja,Castilla y León,,,,,osm,42.9383751,-3.5728935,2026-05-18
Play,Girona,Catalunya,,,,,osm,41.9806414,2.8146868,2026-05-18
Peluquería Erika,Orihuela,Comunitat Valenciana,,,,,osm,38.0807563,-0.9418272,2026-05-18
Miriam,Toledo,Castilla-La Mancha,,,,,osm,39.8648393,-4.0227559,2026-05-18
Inés y Óscar,Ágreda,Castilla y León,,,,,osm,41.8545509,-1.9212702,2026-05-18
Shaddai,Madrid,Madrid,,,,,osm,40.4571697,-3.6995744,2026-05-18
Dynamic Look,Madrid,Madrid,,,,,osm,40.456374,-3.6919974,2026-05-18
Il mio salone,Paracuellos de Jarama,Madrid,+34916674812,,,https://www.ilmiosalone.com/,osm,40.5011172,-3.5116503,2026-05-18
Agua Azul,San Fernando de Henares,Madrid,,,,,osm,40.4248899,-3.5296013,2026-05-18
Donna,San Fernando de Henares,Madrid,,,,,osm,40.4177768,-3.5252992,2026-05-18
Asber Estilistas,San Fernando de Henares,Madrid,,,,,osm,40.4187367,-3.523778,2026-05-18
Mónica Roldán,Cabezón de la Sal,Cantabria,,,,,osm,43.3079383,-4.2376205,2026-05-18
Sante,Cabezón de la Sal,Cantabria,,,,,osm,43.3079974,-4.2336684,2026-05-18
Gustavo Carreño Estilismo,Madrid,Madrid,,,,,osm,40.4054393,-3.6446752,2026-05-18
Val Souza Estilistas,Madrid,Madrid,+34625442900,,,https://valsouzaestilistas.com,osm,40.408935,-3.7052743,2026-05-18
C&C Academía de Peluquería,Toledo,Toledo,,,,,osm,39.8683666,-4.0224429,2026-05-18
Gala Peluquería,Toledo,Toledo,,,,http://www.galapeluquerias.com/,osm,39.8613932,-4.0250376,2026-05-18
Peluquería de caballeros Santiago Gallardo,San Fernando de Henares,Madrid,,,,,osm,40.4270612,-3.532053,2026-05-18
Por los Pelos Peluqueros,San Fernando de Henares,Madrid,,,,,osm,40.4272465,-3.5319629,2026-05-18
Centro de Estética Mª Jesús Soriano,Toledo,Toledo,+34925257617,,,http://www.gabinetedeesteticamariajesussoriano.es/,osm,39.8687233,-4.0234822,2026-05-18
Keinu,Valle de Trápaga-Trapagaran,Euskadi,+34944922425,,,,osm,43.3041272,-3.0366329,2026-05-18
Sonia Estilistas,València,Comunitat Valenciana,,,,,osm,39.489236,-0.39106,2026-05-18
"Peluquería Santana Peluqueros Hair&Art, Alicante",Alacant / Alicante,Comunitat Valenciana,+34965151583,,,https://www.santanapeluqueros.com/,osm,38.3717219,-0.4148749,2026-05-18
Cartiers,Burgos,Castilla y León,,,,,osm,42.3494418,-3.6955108,2026-05-18
Marco Santos Peluquero,Toledo,Toledo,+34925225889,,,,osm,39.8591806,-4.0226949,2026-05-18
Cortebelo,Burgos,Castilla y León,,,,,osm,42.3472031,-3.6886468,2026-05-18
Amanacer,Madrid,Madrid,,,,,osm,40.4207987,-3.613399,2026-05-18
Luisa Morales,Madrid,Madrid,,,,,osm,40.4197287,-3.6148608,2026-05-18
Yoli,Madrid,Madrid,+34678340286,,,,osm,40.3913835,-3.7125983,2026-05-18
Avenida,Madrid,Madrid,+34914111691,,,http://www.avenidapeluqueros.com/,osm,40.4387881,-3.6759446,2026-05-18
División,Madrid,Madrid,+34915637314,,,https://www.divisionpeluqueros.com/,osm,40.4388733,-3.6757991,2026-05-18
Jade,Madrid,Madrid,,,,,osm,40.4240919,-3.7064695,2026-05-18
Susy 2,O Porriño,Galicia,,,,,osm,42.1580594,-8.6206701,2026-05-18
Freda,Madrid,Madrid,+34915224456,info@peluqueriafreda.com,,http://www.peluqueriafreda.com/,osm,40.4217533,-3.7052602,2026-05-18
Diverso,Torrejón de Ardoz,Madrid,,,,,osm,40.4579938,-3.4515526,2026-05-18
Mima't,Sant Vicenç dels Horts,Catalunya,,,,,osm,41.3904954,2.0127847,2026-05-18
Marta Peluquería,Pamplona / Iruña,Navarra,,,,,osm,42.787083,-1.691368,2026-05-18
Erzu,Pamplona / Iruña,Navarra,,,,,osm,42.7847093,-1.6904743,2026-05-18
Carolina,Madrid,Madrid,,,,,osm,40.4241322,-3.7092855,2026-05-18
Peluquería Tony's,Granada,Granada,,,,,osm,37.1541458,-3.6041291,2026-05-18
D Tres,Madrid,Madrid,,,,,osm,40.4236561,-3.7065685,2026-05-18
Hair Art,Costa del Silencio,Canarias,+34617096119,,,,osm,28.0112855,-16.6407584,2026-05-18
Twenty One,Barcelona,Catalunya,,,,,osm,41.3979532,2.1292884,2026-05-18
Salon De Juego,Bilbao,Euskadi,,,,,osm,43.2618197,-2.926573,2026-05-18
Lanka,Madrid,Madrid,,,,,osm,40.4238981,-3.7099009,2026-05-18
Carme Serrat,Aiguafreda,Catalunya,+34938440858,,,,osm,41.7678914,2.2506678,2026-05-18
klip's Bea Vega,Centelles,Catalunya,,,,,osm,41.7690133,2.2490127,2026-05-18
Dabiz,Madrid,Madrid,+34663022354,,,,osm,40.4283731,-3.7059733,2026-05-18
Raffel Pages,Barcelona,Catalunya,,,,,osm,41.3975078,2.1280119,2026-05-18
Eduardo MUST Calderón,Bilbao,Euskadi,,,,https://mustcalderon.com/,osm,43.2627558,-2.9444398,2026-05-18
Almudena Barbosa,A Guarda,Galicia,,,,,osm,41.9021736,-8.8721019,2026-05-18
Peluquería Mary Carmen,A Guarda,Galicia,,,,,osm,41.9010486,-8.8735937,2026-05-18
Peluquería Ana Adrover,A Guarda,Galicia,,,,,osm,41.9014824,-8.8709573,2026-05-18
Peluquería masculina Víctor Pazos,A Guarda,Galicia,,,,,osm,41.9020128,-8.8730448,2026-05-18
Peluquería Holga,A Guarda,Galicia,,,,,osm,41.9018564,-8.8736743,2026-05-18
Mingliu,Madrid,Madrid,,,,,osm,40.4212791,-3.7064303,2026-05-18
Peluquería MF,Cáceres,Extremadura,,,,,osm,39.4587703,-6.3799972,2026-05-18
Blanco & Negro,Cáceres,Extremadura,+34927292213,,,,osm,39.4533345,-6.3787593,2026-05-18
Alfonso Marcos,Salamanca,Castilla y León,,,,,osm,40.9689807,-5.6731169,2026-05-18
Peluqueria Joaquin,Castellar del Vallès,Catalunya,,,,,osm,41.574658,2.089584,2026-05-18
Peluquería Core y Color,Toledo,Toledo,+34692458610,,,,osm,39.8620646,-4.0035393,2026-05-18
Santé & Beauté,Madrid,Madrid,,,,,osm,40.4209325,-3.7055653,2026-05-18
MM25,Madrid,Madrid,+34914485702,,,https://www.mm25peluqueros.es/,osm,40.4286702,-3.7043595,2026-05-18
Barberia,Barcelona,Catalunya,,,,,osm,41.3851268,2.0756824,2026-05-18
Perruqueria Montse,Aiguafreda,Catalunya,,,,,osm,41.7670011,2.2510759,2026-05-18
Salón Riguero Rodas,Bermeo,Euskadi,,,,,osm,43.367905,-2.6946798,2026-05-18
Alejo,Lugo,Galicia,,,,,osm,43.0200458,-7.5629669,2026-05-18
Sencar,O Porriño,Galicia,,,,,osm,42.1600829,-8.6196676,2026-05-18
21 The barber shop,O Porriño,Galicia,,,,,osm,42.160249,-8.6196367,2026-05-18
Status,Madrid,Madrid,,,,,osm,40.4257303,-3.7095928,2026-05-18
Area 9,Madrid,Madrid,+34646902787,,,,osm,40.4268851,-3.7091299,2026-05-18
Oh La La,Madrid,Madrid,,,,,osm,40.4241374,-3.703634,2026-05-18
Nuevo Estilo,Burgos,Castilla y León,,,,,osm,42.349873,-3.662192,2026-05-18
Amalia Barros,A Coruña,Galicia,,,,,osm,43.3421903,-8.4034219,2026-05-18
Carmen Hidalgo,Alaró,Illes Balears,+34971510610,,,,osm,39.704652,2.7901093,2026-05-18
Perruquería Digna,Santa Comba,Galicia,,,,,osm,42.9908081,-8.874071,2026-05-18
Peluquería Juan Salces,Montalbán de Córdoba,Andalucía,,,,,osm,37.5808091,-4.7507309,2026-05-18
Nova Centro Peluquería,Toledo,Toledo,+34925251325,,,http://www.novacentro.es/,osm,39.8692315,-4.0242969,2026-05-18
Peluquería Caballeros F&L,Montalbán de Córdoba,Andalucía,,,,,osm,37.581161,-4.7514715,2026-05-18
Galliani Milano,Toledo,Toledo,+34925211835,,,,osm,39.8724781,-4.026115,2026-05-18
Peluquería Jacobo,Viveiro,Galicia,,,,,osm,43.6620679,-7.5956929,2026-05-18
Polo,Madrid,Madrid,,,,,osm,40.4169038,-3.7084778,2026-05-18
Adara,Cádiz,Andalucía,,,,,osm,36.5100445,-6.2760059,2026-05-18
Peluquería - Depilaciones Saly,Gijón / Xixón,Asturias / Asturies,+34985147218,,,,osm,43.531655,-5.6552743,2026-05-18
Ana Belén,Pamplona / Iruña,Navarra,,,,,osm,42.8052584,-1.6873712,2026-05-18
Peluquería Unisex Eva,Algeciras,Andalucía,+34956631796,,,,osm,36.1341699,-5.4516962,2026-05-18
Antonio Valencia,Algeciras,Andalucía,,,,,osm,36.1345061,-5.450375,2026-05-18
Topbelleza,Algeciras,Andalucía,,,,,osm,36.1342007,-5.4505882,2026-05-18
Carymais,Algeciras,Andalucía,,,,,osm,36.1360962,-5.4545884,2026-05-18
Elia,Salamanca,Castilla y León,,,,,osm,40.9774071,-5.6534587,2026-05-18
Peluquería Estética B y C,Cazorla,Andalucía,,,,,osm,37.9144824,-3.0038379,2026-05-18
Paco Ocaña,Algeciras,Andalucía,+34956632717,,,,osm,36.1356347,-5.4505033,2026-05-18
Gregorio Montesinos,Cartagena,Murcia,,,,,osm,37.6120493,-0.9919917,2026-05-18
PELUQUERÍA DE CABALLEROS MARTÍN,Peal de Becerro,Andalucía,,,,,osm,37.9138278,-3.1175764,2026-05-18
La Esencia,Arroyo Frío,Andalucía,,,,,osm,37.946051,-2.9207875,2026-05-18
PELUQUERIA MARIBEL,Peal de Becerro,Andalucía,,,,,osm,37.9125234,-3.1171057,2026-05-18
PELUQUERIA NOELIA,Peal de Becerro,Andalucía,,,,,osm,37.9121254,-3.1170408,2026-05-18
PELUQUERIA Y ESTETICA HENNA,Peal de Becerro,Andalucía,,,,,osm,37.9140402,-3.1120544,2026-05-18
Caballeros Mayenco,Peal de Becerro,Andalucía,,,,,osm,37.9132815,-3.1256132,2026-05-18
"Peluquería Unisex ""Yolanda""",Peal de Becerro,Andalucía,,,,,osm,37.9158168,-3.1135831,2026-05-18
Centro de Estética y Masaje Dermal,Cazorla,Andalucía,+34953710424,,,,osm,37.9116109,-3.0000804,2026-05-18
Salón de Belleza Nueva Imagen,Cazorla,Andalucía,+34953721906,,,,osm,37.9115288,-3.0001061,2026-05-18
Salón de Belleza Rocío y Concha,Cazorla,Andalucía,+34953720618,,,,osm,37.9113682,-3.0016673,2026-05-18
Rosa,Sarrià de Ter,Catalunya,,,,,osm,42.0145017,2.8176785,2026-05-18
Centro de Estética,Cazorla,Andalucía,,,,,osm,37.9138764,-3.0033776,2026-05-18
Peluquería Estilismo,Cazorla,Andalucía,,,,,osm,37.9145896,-3.0038972,2026-05-18
Peluquería Mª Ángeles,Cazorla,Andalucía,,,,,osm,37.9167375,-3.0046961,2026-05-18
Peluquería Slyle,Cazorla,Andalucía,,,,,osm,37.9163053,-3.0049746,2026-05-18
Peluquería y Estética Pilar Aibar,Cazorla,Andalucía,,,,,osm,37.9185479,-3.0055133,2026-05-18
Peluquería Lourdes,Cazorla,Andalucía,+34953721558,,,,osm,37.9127685,-3.0022422,2026-05-18
Peluquería Paqui,Cazorla,Andalucía,+34953710416,,,,osm,37.914122,-3.0001351,2026-05-18
Peluquería Toñi,Cazorla,Andalucía,+34953720237,,,,osm,37.9129055,-3.0021384,2026-05-18
Peluquería Unisex Venus,Cazorla,Andalucía,+34953720946,,,,osm,37.9121162,-3.0023527,2026-05-18
Ascen,Peal de Becerro,Andalucía,,,,,osm,37.9113029,-3.1223827,2026-05-18
Belleza y Estética Aura,Cazorla,Andalucía,,,,,osm,37.916574,-3.0058892,2026-05-18
Centro de Belleza Posadas,Quesada,Andalucía,,,,,osm,37.844606,-3.0670093,2026-05-18
Peluquería Francis y Daniel,Cazorla,Andalucía,,,,,osm,37.9157613,-3.0048195,2026-05-18
Peluquería y estética,Cazorla,Andalucía,+34953720828,,,,osm,37.9136954,-3.0025805,2026-05-18
Los Arcos,Quesada,Andalucía,,,,,osm,37.8468607,-3.067764,2026-05-18
Centro Peluquería Estética Balayage,Peal de Becerro,Andalucía,,,,,osm,37.9144499,-3.1196276,2026-05-18
Peluquería Pilar Martín,Aspe,Comunitat Valenciana,,,,,osm,38.347408,-0.76228,2026-05-18
Centro de Belleza Merce,Quesada,Andalucía,,,,,osm,37.8438751,-3.0669287,2026-05-18
Peluqueria Juani,Quesada,Andalucía,,,,,osm,37.8459253,-3.0659122,2026-05-18
Peluqueria José Ángel,Quesada,Andalucía,,,,,osm,37.8446745,-3.0661303,2026-05-18
Peluquería Noni,Quesada,Andalucía,,,,,osm,37.8445572,-3.0659388,2026-05-18
Organiza Studio coquette,Cartagena,Murcia,,,,,osm,37.6078419,-0.9900334,2026-05-18
Barbería Ramiro,el Pont de Suert,Catalunya,,,,,osm,42.4084318,0.7410818,2026-05-18
Rebeca,Madrid,Madrid,+34915234908,,,https://www.salonderebeca.es/,osm,40.422746,-3.7060991,2026-05-18
Peluquería Reli,Albacete,Castilla-La Mancha,,,,,osm,38.9882938,-1.854225,2026-05-18
Dolce Vita,Ferrol,Galicia,,,,,osm,43.4922899,-8.2018336,2026-05-18
Elizondo,Irun,Euskadi,,,,,osm,43.3386416,-1.7886995,2026-05-18
Minny,Irun,Euskadi,,,,,osm,43.3396942,-1.7851817,2026-05-18
Zengo,Tarragona,Catalunya,+34977248593,,,,osm,41.1230308,1.2363548,2026-05-18
Nuevo estilo,Peal de Becerro,Andalucía,,,,,osm,37.9118614,-3.1197013,2026-05-18
Nova Imatge,Girona,Catalunya,,,,,osm,41.9777141,2.8107377,2026-05-18
Paul Joe,Girona,Catalunya,,,,,osm,41.9773271,2.8105953,2026-05-18
Mallenco,Cazorla,Andalucía,,,,,osm,37.9131942,-3.0026506,2026-05-18
Renova't,Girona,Catalunya,,,,,osm,41.9750198,2.814513,2026-05-18
Peluquería de caballero,Madrid,Madrid,,,,,osm,40.3653147,-3.60061,2026-05-18
Fortià,Girona,Catalunya,,,,,osm,41.9797885,2.8149225,2026-05-18
Matin,Madrid,Madrid,,,,,osm,40.3956186,-3.6229667,2026-05-18
Aigua,Girona,Catalunya,,,,,osm,41.9819223,2.8142502,2026-05-18
Dona's,Girona,Catalunya,,,,,osm,41.981465,2.8144099,2026-05-18
Susi Gimeno,Girona,Catalunya,,,,,osm,41.9824256,2.8121395,2026-05-18
Perruqueria Remei,Granollers,Catalunya,,,,,osm,41.606688,2.283838,2026-05-18
Peluquería Silva,Colunga,Asturias / Asturies,,,,,osm,43.4847032,-5.2726345,2026-05-18
Nueva Forma,Bilbao,Euskadi,,,,,osm,43.2547991,-2.9116541,2026-05-18
Pradas,Bilbao,Euskadi,,,,,osm,43.2547535,-2.9115996,2026-05-18
Sánchez,Bilbao,Euskadi,,,,,osm,43.2549262,-2.9139043,2026-05-18
Taller Marco Aldany,Madrid,Madrid,,,,https://www.marcoaldany.com/,osm,40.4225068,-3.7054431,2026-05-18
Ikaro,Madrid,Madrid,,,,,osm,40.3987,-3.6224211,2026-05-18
Ivory,Madrid,Madrid,,,,,osm,40.3981425,-3.6230619,2026-05-18
Hnos. Díaz,Madrid,Madrid,,,,,osm,40.3990396,-3.6215924,2026-05-18
Venus Estilistas,Leganés,Madrid,,,,,osm,40.3331327,-3.7615193,2026-05-18
MF,Girona,Catalunya,,,,,osm,41.9752279,2.8135265,2026-05-18
Are you ready?,Madrid,Madrid,+34911693758,,,https://www.areyouready.es/,osm,40.4194791,-3.7095273,2026-05-18
Javier Quintanero,Madrid,Madrid,+34915518442,jq@jqestilistas.com,,https://www.javierquintanero.com/,osm,40.4191385,-3.7099011,2026-05-18
Paris,Cazorla,Andalucía,,,,,osm,37.9129785,-3.0032529,2026-05-18
Clama,Madrid,Madrid,,,,,osm,40.4073149,-3.6744248,2026-05-18
